customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00329,Female,0,No,No,5,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),111.56,519.7829082100807,No
CUST00330,Male,0,Yes,Yes,7,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),52.9,380.93550562331353,No
CUST00331,Male,0,No,Yes,43,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,Yes,One year,Yes,Credit card (automatic),90.54,3906.171789462925,No
CUST00332,Female,0,No,Yes,32,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),87.57,2823.133012712655,No
CUST00333,Male,0,No,Yes,49,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),100.66,4892.502004056858,No
CUST00334,Female,0,Yes,No,10,Yes,No phone service,No,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),49.65,483.1876989695429,Yes
CUST00335,Female,0,Yes,Yes,27,Yes,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),71.01,1912.2488366360253,No
CUST00336,Male,1,No,No,69,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),86.77,6022.269163468358,No
CUST00337,Male,0,No,No,40,Yes,No,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),22.63,902.0159721004187,No
CUST00338,Female,0,No,No,15,Yes,No,DSL,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),57.67,838.1196662394908,No
CUST00339,Female,0,Yes,Yes,67,No,No,No,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,89.59,6008.4648092950965,No
CUST00340,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,45.26,2153.409124515922,No
CUST00341,Female,0,No,No,55,No,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),115.77,6389.282778859216,No
CUST00342,Male,0,No,No,63,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,23.02,1461.495963286556,No
CUST00343,Female,1,No,Yes,58,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,115.81,6722.232647342164,No
CUST00344,Male,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),41.68,2497.1249538109823,No
CUST00345,Male,0,No,No,10,Yes,Yes,No,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),24.88,249.31332910107423,No
CUST00346,Male,0,No,Yes,17,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),49.25,840.8128052506347,No
CUST00347,Female,1,Yes,No,18,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,98.63,1772.141806514978,No
CUST00348,Female,0,No,No,54,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),95.24,5157.101997749787,No
CUST00349,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),40.88,1018.4800439445462,No
CUST00350,Female,0,No,No,5,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),39.68,191.028735899944,Yes
CUST00351,Male,0,No,Yes,3,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),84.26,273.5599544330451,No
CUST00352,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,65.81,1834.4082257244863,No
CUST00353,Female,1,Yes,No,58,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,99.23,5756.633081442783,No
CUST00354,Female,0,Yes,Yes,16,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No,One year,No,Mailed check,22.41,376.51062559363766,No
CUST00355,Male,0,Yes,Yes,42,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),81.04,3383.4666249749357,No
CUST00356,Female,0,No,No,65,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,93.07,6027.166273356772,No
CUST00357,Female,0,Yes,No,33,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,119.34,3965.3788031130175,No
CUST00358,Male,0,No,Yes,7,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,87.88,603.3057599262718,Yes
CUST00359,Male,0,Yes,Yes,12,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,43.18,532.008648633722,No
CUST00360,Female,0,No,No,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),30.82,180.23357936319454,No
CUST00361,Male,0,No,Yes,64,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,84.09,5331.698968137827,No
CUST00362,Male,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),72.32,3044.724601166905,No
CUST00363,Female,0,No,Yes,38,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,109.91,4174.0295869642105,No
CUST00364,Male,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,92.66,5381.752628833281,No
CUST00365,Male,0,No,Yes,43,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,70.97,3089.204176052197,No
CUST00366,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,60.36,458.1331636017523,Yes
CUST00367,Female,0,No,Yes,36,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,60.44,2176.6037578849287,No
CUST00368,Male,1,Yes,No,35,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),42.63,1521.599321711652,No
CUST00369,Male,1,Yes,No,27,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),21.73,564.8501977300668,No
CUST00370,Female,0,No,No,41,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),77.49,3165.395459284543,No
CUST00371,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,41.24,1696.7342959199682,No
CUST00372,Female,0,No,No,41,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.83,1718.7869851833716,No
CUST00373,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.54,2071.0091898766436,No
CUST00374,Male,0,No,Yes,54,Yes,No,DSL,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),38.96,2119.811714052869,No
CUST00375,Female,0,Yes,Yes,71,No,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,23.18,1619.3840007843964,No
CUST00376,Female,0,No,Yes,47,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),87.42,4087.7221553520258,No
CUST00377,Male,0,No,No,21,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),60.14,1284.2190787444645,No
CUST00378,Female,0,No,Yes,26,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,76.15,1965.0497913541112,No
CUST00379,Male,0,No,Yes,66,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),83.7,5537.235751424541,No
CUST00380,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,117.25,1434.6006316768999,No
CUST00381,Female,0,No,Yes,44,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,26.83,1184.5339397130472,No
CUST00382,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),61.79,573.8957169842832,Yes
CUST00383,Male,0,Yes,No,8,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,44.59,358.3334639120537,Yes
CUST00384,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,67.67,3589.050121705571,No
CUST00385,Female,0,No,Yes,26,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,112.05,2900.6014180832353,No
CUST00386,Male,0,Yes,Yes,33,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,92.4,3087.7771886734627,No
CUST00387,Male,0,Yes,Yes,0,Yes,No phone service,No,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),86.19,14.856889882306596,No
CUST00388,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Mailed check,64.12,1998.1561054890537,No
CUST00389,Male,0,No,No,70,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,87.11,6113.105895161591,No
CUST00390,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,23.24,1520.294193297673,No
CUST00391,Male,1,Yes,No,19,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),78.62,1512.399437717049,No
CUST00392,Female,0,No,No,34,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.38,2594.0376156298385,No
CUST00393,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),54.66,846.9460475659912,No
CUST00394,Male,0,Yes,No,17,Yes,No,DSL,Yes,No,No,No internet service,No,Yes,One year,No,Electronic check,40.15,693.381256030767,No
CUST00395,Female,0,Yes,Yes,44,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),100.76,4434.695801396676,No
CUST00396,Female,0,No,No,52,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,25.39,1309.89630127249,No
CUST00397,Female,1,Yes,No,67,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),26.97,1785.124880191096,No
CUST00398,Female,0,No,Yes,64,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.05,4120.2383932597595,No
CUST00399,Male,0,No,Yes,0,Yes,No phone service,No,No,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),45.26,4.159793258499114,Yes
CUST00400,Female,0,No,No,57,No,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,94.55,5385.2073999299555,No
CUST00401,Female,0,No,Yes,25,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),83.42,2096.3476422699964,No
CUST00402,Male,0,No,No,19,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.25,1845.2003842496176,No
CUST00403,Male,0,No,Yes,9,Yes,No,No,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),52.47,458.14856556505845,Yes
CUST00404,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Mailed check,94.05,5457.47904095891,No
CUST00405,Female,1,Yes,Yes,40,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),106.23,4248.639880728363,No
CUST00406,Female,0,No,Yes,4,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,54.53,182.63624096963272,Yes
CUST00407,Female,0,No,No,64,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,53.99,3442.768668104481,No
CUST00408,Female,0,No,No,16,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,110.0,1734.7120999759786,No
CUST00409,Female,0,Yes,No,21,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,24.98,491.5519544968861,No
CUST00410,Male,0,No,No,40,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),55.02,2210.153987458453,No
CUST00411,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),31.87,2121.9146614034016,No
CUST00412,Female,0,No,Yes,68,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.9,1578.0281259103824,No
CUST00413,Male,0,No,No,10,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.29,276.32807367312114,Yes
CUST00414,Male,0,Yes,No,55,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,63.12,3465.644921303335,No
CUST00415,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.7,4422.681473814471,No
CUST00416,Male,0,No,Yes,20,Yes,No,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.93,947.0407065159326,No
CUST00417,Female,1,No,No,25,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),104.97,2624.3517406436295,No
CUST00418,Female,0,No,Yes,18,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,63.76,1117.8667090740414,No
CUST00419,Female,0,Yes,Yes,59,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,116.82,6896.834316792445,No
CUST00420,Female,1,Yes,No,70,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),115.42,8093.815175185469,No
CUST00421,Female,0,Yes,Yes,46,Yes,No,DSL,No,No,Yes,No internet service,No,No internet service,One year,No,Electronic check,97.33,4482.531063526495,No
CUST00422,Female,1,Yes,Yes,70,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.24,7934.677669919517,No
CUST00423,Male,0,Yes,No,25,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),90.71,2288.37469810148,No
CUST00424,Female,0,Yes,No,39,Yes,No,No,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),109.56,4272.30473197746,No
CUST00425,Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,43.65,158.07944714229626,Yes
CUST00426,Male,0,No,Yes,20,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Electronic check,54.54,1078.6209698968776,No
CUST00427,Female,0,Yes,No,3,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,95.29,274.1225177060355,No
CUST00428,Male,0,No,Yes,22,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),62.46,1353.2532259691282,No
CUST00429,Female,0,No,Yes,14,Yes,No,No,Yes,No internet service,No,No,No,No internet service,Two year,No,Credit card (automatic),103.73,1467.9042260688473,No
CUST00430,Male,0,Yes,Yes,7,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),107.76,764.8580565736675,Yes
CUST00431,Female,0,No,No,40,No,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,49.97,1965.4999352983832,No
CUST00432,Male,1,Yes,Yes,18,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,102.35,1825.7735107436931,No
CUST00433,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,No,Electronic check,35.43,1572.5102929023706,No
CUST00434,Female,0,No,No,27,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.42,1448.6869201150682,No
CUST00435,Female,0,Yes,Yes,67,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No,Two year,No,Mailed check,71.8,4832.130190222467,No
CUST00436,Female,0,Yes,Yes,14,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,42.64,605.9237204668357,No
CUST00437,Female,1,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),77.93,2791.4561507670674,No
CUST00438,Male,0,Yes,No,0,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,77.87,0.0,Yes
CUST00439,Male,0,Yes,No,66,Yes,No phone service,No,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),40.69,2657.682974868634,No
CUST00440,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,99.56,2263.5567496643635,No
CUST00441,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,83.16,2179.080994298494,No
CUST00442,Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,51.78,2048.302244062625,No
CUST00443,Female,0,No,No,62,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),43.22,2665.3446294238083,No
CUST00444,Female,0,No,No,60,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,107.88,6473.76237640265,No
CUST00445,Male,0,No,Yes,35,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),103.57,3639.360475200025,No
CUST00446,Male,0,Yes,No,23,No,No,No,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,42.98,955.263155963223,No
CUST00447,Female,1,Yes,Yes,23,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.56,520.9062677672881,No
CUST00448,Male,1,No,No,3,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No,One year,No,Electronic check,100.45,341.2227097048917,No
CUST00449,Female,0,No,Yes,66,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,81.55,5363.145670042212,No
CUST00450,Female,0,No,No,33,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,30.09,985.7333138116169,No
CUST00451,Female,0,Yes,No,56,Yes,Yes,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),78.74,4397.381312792079,No
CUST00452,Female,0,No,Yes,48,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),65.22,3090.6644128422004,No
CUST00453,Female,1,No,No,52,Yes,No,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),97.46,5069.574450770088,No
CUST00454,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,40.91,899.5149675140226,No
CUST00455,Male,0,No,Yes,68,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.32,4445.377024288402,No
CUST00456,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),35.62,1850.5484888530395,No
CUST00457,Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.75,7051.552781180236,No
CUST00458,Male,0,Yes,Yes,40,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),97.87,3904.4545559929593,No
CUST00459,Male,0,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,93.67,5235.516479416801,No
CUST00460,Female,0,No,No,59,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.02,5232.4062056230605,No
CUST00461,Male,0,Yes,Yes,53,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.33,3286.8139077522537,No
CUST00462,Female,0,No,No,69,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,112.33,7731.331726405392,No
CUST00463,Male,0,No,Yes,56,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,27.29,1539.7082098779047,No
CUST00464,Female,0,No,No,9,Yes,No phone service,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Electronic check,100.33,909.0920514091603,Yes
CUST00465,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,41.52,1619.822676963637,No
CUST00466,Female,0,Yes,No,6,No,Yes,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.4,353.2453042171984,Yes
CUST00467,Male,0,No,No,37,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),71.94,2643.2660938011113,No
CUST00468,Male,0,Yes,Yes,60,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,98.27,5918.575536305066,No
CUST00469,Female,0,Yes,Yes,2,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,103.85,202.49939651024457,Yes
CUST00470,Male,0,No,No,50,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,78.37,3921.6432936988053,No
CUST00471,Female,1,Yes,No,46,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),60.3,2787.2227246292155,No
CUST00472,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),114.65,7671.999269246161,No
CUST00473,Female,0,No,No,37,Yes,Yes,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,44.65,1630.9160432365277,No
CUST00474,Male,0,Yes,Yes,35,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,100.31,3493.0144833795,No
CUST00475,Female,0,Yes,Yes,40,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),81.2,3205.8743236593286,No
CUST00476,Male,0,Yes,Yes,68,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),57.69,3935.055923146426,No
CUST00477,Female,0,Yes,No,12,No,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),20.14,253.33479253320237,No
CUST00478,Male,0,No,Yes,57,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.66,3717.2930111218475,No
CUST00479,Female,0,No,No,49,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Electronic check,47.67,2344.128578181374,No
CUST00480,Female,0,No,Yes,29,Yes,Yes,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,30.43,895.5744949485272,No
CUST00481,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.52,1677.089072882613,No
CUST00482,Male,0,Yes,No,24,No,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),54.76,1323.537584416321,No
CUST00483,Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),81.48,2140.2718586731985,No
CUST00484,Male,0,No,Yes,50,Yes,Yes,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.75,5191.129444337173,No
CUST00485,Female,0,Yes,Yes,56,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),38.36,2137.735368843225,No
CUST00486,Male,0,No,No,46,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,62.46,2868.7554753087693,No
CUST00487,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,59.2,2264.63727206467,No
CUST00488,Male,0,No,No,15,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,71.34,1060.2747318744835,No
CUST00489,Male,0,No,Yes,21,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,100.96,2137.941326523423,No
CUST00490,Female,0,Yes,Yes,53,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.36,4032.251957433814,No
CUST00491,Male,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,104.67,2111.4292426966363,No
CUST00492,Male,0,No,Yes,71,No,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),71.86,5117.0027180641755,No
CUST00493,Female,0,No,No,15,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),80.38,1212.65264522115,No
